time,Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,O2
12.1719,15.540,27.542,-12.116,-30.673,18.393,11.117,-12.933,-4.274,-14.695,7.043,14.768,7.599,15.587,33.334,-18.482,-7.095,-22.208,-8.934,5.162
12.1758,9.852,32.947,-8.967,-37.623,7.900,11.665,-15.886,-1.029,-16.061,6.401,4.536,6.984,14.953,39.198,-18.945,-7.025,-20.160,4.194,-0.179
12.1797,4.148,33.329,-5.576,-38.814,-2.809,8.812,-15.788,1.647,-15.626,6.425,-3.293,5.364,14.622,39.684,-12.120,-1.840,-15.796,18.999,-6.718
12.1836,-3.126,30.623,-4.480,-40.227,-15.834,4.156,-20.634,2.735,-14.460,6.299,-8.081,5.276,12.801,42.509,-5.733,1.332,-9.662,29.853,-7.522
12.1875,-11.245,27.287,1.302,-45.117,-25.681,0.491,-24.837,5.764,-14.710,5.060,-10.849,3.545,11.535,45.222,3.424,4.070,-1.612,40.894,-9.661
12.1914,-19.560,22.349,5.930,-46.207,-38.665,-2.983,-24.037,5.832,-12.715,0.629,-11.798,5.531,13.071,41.506,8.720,10.644,9.173,47.935,-16.288
12.1953,-25.191,16.825,11.287,-45.067,-51.228,-6.605,-24.788,4.331,-7.864,-3.228,-15.928,5.153,17.481,30.981,12.448,15.215,15.878,50.645,-19.684
12.1992,-24.768,14.307,12.408,-38.379,-60.459,-4.489,-22.216,3.098,-5.842,-6.590,-16.671,4.286,21.984,21.411,14.409,14.194,19.308,49.875,-23.650
12.2031,-26.979,8.949,12.870,-28.531,-64.543,-5.094,-19.596,3.299,-1.852,-7.202,-18.359,2.032,23.901,6.777,16.159,17.057,20.753,50.910,-22.519
12.2070,-28.641,3.095,12.946,-18.012,-64.163,-5.643,-10.280,6.529,1.981,-11.158,-20.306,1.961,21.783,-5.417,18.601,16.221,22.888,49.037,-17.914
12.2109,-25.801,-5.310,6.605,-13.775,-60.305,-6.435,-5.825,11.107,3.449,-14.053,-17.595,0.064,19.972,-15.554,23.732,14.797,27.070,46.130,-10.314
12.2148,-21.686,-11.267,4.523,-7.756,-52.479,-5.899,2.546,14.167,7.382,-13.634,-15.590,2.599,15.986,-17.720,23.460,11.417,30.794,39.628,-6.716
12.2188,-16.037,-16.583,-0.395,-0.102,-46.528,-4.147,12.062,9.767,9.017,-13.641,-13.089,5.103,12.238,-21.345,23.621,9.181,33.606,28.479,-7.266
12.2227,-6.548,-19.138,-2.510,8.459,-36.062,0.787,16.276,1.406,7.395,-12.854,-7.949,5.504,11.355,-27.076,20.822,9.522,28.254,22.367,-3.415
12.2266,1.279,-18.102,-7.583,15.393,-24.625,3.719,22.145,-6.871,3.313,-11.108,-3.652,9.874,7.828,-31.290,14.356,5.756,24.721,13.284,0.601
12.2305,10.047,-17.293,-6.882,25.567,-7.651,7.590,24.737,-10.729,2.175,-6.340,-0.602,9.611,2.977,-34.093,9.527,3.888,16.427,6.314,8.126
12.2344,14.034,-13.520,-10.048,30.564,2.137,11.880,25.182,-17.380,1.190,-1.995,6.530,10.323,3.408,-31.914,7.533,3.836,13.367,-2.239,16.796
12.2383,20.812,-8.371,-14.220,34.492,15.910,15.977,27.430,-20.434,1.637,2.796,13.965,12.632,1.586,-24.450,6.050,3.292,7.944,-12.670,26.005
12.2422,25.716,-2.977,-11.961,33.288,25.774,19.578,28.202,-24.574,0.529,6.172,18.298,9.744,2.328,-16.950,3.317,2.789,-0.522,-20.855,28.888
12.2461,31.719,2.155,-10.724,34.364,34.204,24.984,28.175,-28.485,-1.129,14.296,17.000,10.344,3.460,-8.098,1.151,0.990,-6.380,-31.058,27.561
12.2500,32.019,8.493,-10.443,30.791,40.255,28.098,25.523,-30.188,-3.725,15.836,15.049,13.706,0.531,0.299,-2.194,1.936,-17.198,-38.404,29.312
12.2539,26.728,14.497,-9.254,25.752,40.654,28.925,22.824,-26.040,-12.430,18.388,14.418,12.603,-4.068,8.503,-6.559,1.373,-23.422,-45.901,30.208
12.2578,19.374,21.552,-4.355,20.758,43.925,30.032,14.941,-20.734,-17.381,21.112,9.284,13.895,-5.018,17.801,-10.212,4.574,-29.278,-49.657,32.437
12.2617,13.660,27.631,-1.881,15.991,39.479,26.821,9.446,-20.174,-23.011,25.689,9.018,10.894,-9.388,24.699,-8.885,6.291,-32.236,-51.327,28.582
12.2656,5.996,31.077,4.269,8.344,35.011,24.984,2.401,-18.223,-25.214,26.030,6.903,14.337,-7.199,35.636,-7.252,8.732,-35.517,-50.099,24.349
12.2695,2.143,30.069,13.841,2.670,27.234,25.215,-8.649,-17.529,-27.659,23.975,1.792,14.201,-6.180,41.354,-6.292,13.594,-36.707,-45.063,14.343
12.2734,0.549,31.071,19.047,-0.779,20.671,20.096,-16.482,-15.467,-27.430,20.412,0.214,13.092,-7.837,42.692,-9.193,8.761,-38.033,-40.739,7.654
12.2773,-2.346,25.058,28.692,-0.479,14.068,14.878,-23.955,-11.376,-22.790,17.358,-4.873,9.815,-8.827,43.475,-11.853,3.875,-38.144,-38.900,3.972
12.2812,-9.064,20.531,31.289,-4.871,5.639,8.571,-30.787,-3.032,-16.803,14.246,-9.238,7.025,-9.795,39.500,-11.706,-3.642,-30.930,-34.204,0.188
12.2852,-13.722,16.102,33.997,-12.866,-6.280,0.825,-34.643,6.706,-11.561,12.509,-14.043,1.031,-6.964,34.972,-15.591,-8.939,-22.265,-27.617,-3.681
12.2891,-19.033,12.142,34.177,-16.571,-15.974,-3.514,-38.139,14.311,-8.300,6.784,-18.166,-7.501,-5.326,29.260,-16.035,-13.955,-12.289,-22.074,-11.026
12.2930,-22.901,1.563,33.889,-20.898,-25.353,-5.245,-40.010,17.985,-7.280,1.262,-17.307,-13.566,-0.841,19.365,-10.650,-14.079,-6.295,-13.030,-17.213
12.2969,-22.778,-8.927,32.745,-22.726,-31.505,-9.360,-38.734,22.175,-1.580,-1.583,-15.195,-16.783,2.856,4.231,-9.372,-16.313,-1.630,-3.612,-20.186
12.3008,-22.523,-18.892,31.138,-20.474,-30.087,-8.461,-37.291,27.580,4.488,-8.231,-12.775,-18.106,0.554,-9.484,-3.820,-19.805,1.314,1.098,-22.730
12.3047,-20.621,-25.542,29.520,-21.270,-23.508,-9.717,-31.616,32.703,11.493,-11.884,-9.779,-20.088,-0.394,-24.866,-3.643,-23.926,7.189,7.287,-22.525
12.3086,-21.850,-31.971,26.456,-19.057,-15.334,-10.717,-26.876,35.514,17.401,-15.144,-6.827,-19.073,-1.041,-38.133,-5.518,-25.762,13.269,9.279,-24.324
12.3125,-20.874,-34.140,19.969,-15.728,-9.644,-10.747,-18.001,35.501,19.826,-17.039,-6.796,-22.567,0.849,-44.129,-4.922,-29.105,16.267,13.945,-24.534
12.3164,-15.503,-38.596,10.398,-14.790,-6.451,-11.315,-10.030,31.726,18.708,-18.231,-5.021,-22.887,3.029,-49.726,-7.907,-28.732,19.418,18.473,-22.766
12.3203,-8.507,-38.612,4.411,-8.806,-2.102,-7.101,-4.931,28.672,17.006,-18.079,-1.936,-24.668,1.356,-54.921,-4.146,-24.339,14.572,27.057,-16.369
12.3242,-3.894,-36.993,-6.712,-4.125,2.714,-6.028,-1.206,25.222,16.419,-14.908,7.681,-20.876,1.152,-57.159,-2.614,-23.578,11.608,29.823,-11.998
12.3281,-2.432,-35.463,-14.471,1.000,12.809,-6.262,5.951,22.974,13.174,-12.739,14.805,-11.208,-4.479,-54.854,-4.836,-18.617,9.442,28.186,-5.667
12.3320,-0.671,-30.986,-21.628,4.983,19.869,-3.099,10.012,20.042,13.106,-7.397,19.272,-4.920,-5.762,-50.072,-5.374,-12.389,4.675,23.539,-2.101
12.3359,0.424,-22.829,-25.812,9.480,27.677,-2.858,12.682,19.227,9.733,-1.848,22.857,4.309,-4.514,-44.094,-10.824,-6.470,-0.032,20.047,-0.207
12.3398,2.122,-18.549,-32.875,12.340,33.120,4.509,19.430,11.523,6.431,5.341,20.213,7.520,-6.509,-36.674,-14.263,-3.074,-3.254,15.990,0.382
12.3438,5.788,-12.414,-34.231,13.090,35.358,6.977,24.157,7.093,3.468,12.512,19.516,12.278,-1.899,-29.417,-17.789,2.494,-10.989,16.525,2.803
12.3477,5.413,-4.193,-33.024,15.955,36.129,10.023,29.316,0.893,5.095,15.811,17.778,13.389,-6.775,-18.919,-19.264,6.120,-15.166,12.207,3.961
12.3516,6.790,5.462,-29.291,17.273,32.176,10.848,30.551,-2.981,1.926,19.184,19.445,17.150,-10.238,-8.305,-20.403,10.732,-16.126,11.763,6.678
12.3555,6.679,12.794,-28.586,13.651,26.745,9.457,27.320,-4.579,0.238,23.194,18.050,18.279,-13.419,5.008,-19.012,11.264,-16.618,5.897,7.366
12.3594,3.544,24.200,-27.976,13.891,21.854,8.099,21.853,-6.793,-4.970,23.939,14.911,22.680,-12.605,24.015,-20.857,19.296,-15.334,0.438,10.590
12.3633,-0.193,28.256,-26.060,11.184,11.608,5.190,13.532,-7.594,-10.844,23.887,5.892,25.997,-8.483,38.141,-18.636,22.606,-14.865,-4.308,10.297
12.3672,-3.351,31.069,-22.211,10.305,-0.580,1.539,8.319,-11.511,-12.602,22.054,0.342,26.819,-7.321,46.673,-13.599,25.093,-12.721,-4.888,8.853
12.3711,-6.639,31.080,-16.872,11.420,-8.536,0.293,3.085,-12.719,-14.211,22.836,-9.603,22.847,-4.058,48.788,-7.881,23.740,-10.416,-8.111,7.787
12.3750,-10.096,33.729,-8.808,8.561,-19.064,0.940,-3.127,-15.185,-8.232,18.339,-13.748,20.445,-3.391,48.764,-5.763,23.323,-6.751,-9.661,6.890
12.3789,-15.543,29.995,-1.576,7.988,-28.515,0.711,-5.812,-13.996,-6.170,16.351,-20.504,17.054,-1.023,48.462,-2.026,15.665,-4.281,-10.565,-3.830
12.3828,-16.089,26.074,6.782,5.568,-32.653,-0.702,-8.028,-13.411,-0.140,16.817,-24.012,13.197,0.592,49.785,-2.130,15.716,5.164,-8.145,-12.831
12.3867,-18.376,22.499,10.603,4.272,-39.383,1.436,-13.053,-8.873,3.395,7.646,-27.410,10.473,6.244,48.663,-0.575,13.720,9.221,-8.467,-21.463
12.3906,-17.111,14.384,10.521,5.032,-46.428,0.416,-13.659,-0.954,7.044,0.125,-30.500,10.637,16.701,45.200,1.179,11.505,17.169,-4.286,-21.559
12.3945,-15.923,4.014,9.256,7.011,-49.643,1.693,-14.713,4.347,8.043,-7.932,-30.751,9.192,21.294,38.218,3.782,5.341,23.949,0.359,-22.806
12.3984,-14.085,-2.149,10.785,8.218,-50.080,6.381,-12.717,7.724,11.287,-16.084,-29.394,2.853,23.196,24.488,6.148,0.599,30.112,4.551,-24.775
12.4023,-10.931,-9.494,8.867,8.244,-42.985,5.647,-9.521,8.447,10.847,-19.257,-23.230,-4.368,22.379,14.636,6.300,-2.674,33.069,11.333,-27.258
12.4062,-10.177,-17.054,7.220,3.942,-37.432,6.252,-5.667,9.582,12.475,-22.863,-14.235,-9.894,22.976,1.141,5.982,-4.403,36.405,18.157,-31.550
12.4102,-9.717,-20.542,7.579,-0.558,-25.906,5.068,0.135,12.196,12.833,-22.286,-9.129,-15.052,22.177,-6.751,-0.666,0.165,36.442,24.867,-32.643
12.4141,-6.019,-22.261,-1.019,-0.619,-18.627,5.946,3.910,12.921,13.398,-24.579,-5.626,-17.560,22.371,-11.685,-4.274,1.142,36.139,27.605,-25.073
12.4180,-6.443,-21.474,-4.004,0.059,-5.522,5.965,8.889,15.039,12.896,-29.298,-2.906,-20.555,27.031,-16.925,-7.177,2.309,35.611,30.461,-15.251
12.4219,-1.435,-21.757,-12.880,1.770,0.955,9.640,15.761,15.935,9.697,-27.939,3.954,-18.497,25.000,-21.702,-8.555,-0.363,30.581,33.239,-6.589
12.4258,2.361,-19.947,-16.482,1.442,11.855,11.357,20.171,15.401,7.508,-26.997,8.361,-18.427,18.134,-25.580,-7.322,2.136,25.213,32.182,-0.406
12.4297,3.652,-16.651,-18.458,-2.974,21.962,10.269,27.018,14.474,2.508,-22.820,13.682,-14.482,10.578,-27.499,-3.083,1.665,20.810,34.179,4.294
12.4336,9.280,-14.578,-25.364,-6.584,31.287,9.650,32.373,14.875,-4.698,-16.099,18.643,-12.861,4.578,-25.616,-1.149,3.281,14.091,33.625,9.408
12.4375,6.633,-10.227,-27.458,-7.475,37.249,6.568,38.268,14.255,-4.928,-8.613,21.677,-10.321,1.166,-18.796,0.923,4.542,6.317,34.558,17.801
12.4414,7.478,-0.891,-32.405,-7.604,40.502,3.228,44.567,10.908,-8.717,0.785,25.304,-5.051,-0.906,-10.697,-1.462,4.421,-0.668,30.645,29.946
12.4453,0.996,7.114,-35.355,-3.665,42.656,5.826,48.336,6.653,-9.124,11.805,23.368,-5.467,-6.888,-2.456,-1.170,2.211,-11.080,21.869,39.163
12.4492,-0.044,14.564,-34.296,-2.719,43.879,8.342,46.162,2.321,-13.676,19.082,22.158,-2.050,-11.918,3.458,-0.966,-2.215,-16.791,16.053,49.732
12.4531,-3.270,18.742,-34.182,-5.488,42.383,6.787,42.428,-1.809,-15.417,22.623,15.750,1.515,-17.897,12.051,1.583,-3.541,-20.542,10.127,52.847
12.4570,-6.818,22.648,-29.415,-9.501,37.472,1.828,33.912,-2.018,-18.977,26.324,7.995,7.009,-23.224,19.243,4.861,-3.740,-21.681,5.404,58.446
12.4609,-6.596,23.323,-24.512,-14.716,28.776,-0.712,23.025,-0.356,-17.749,31.197,-2.393,12.730,-24.352,27.874,9.379,-5.612,-21.940,-0.627,58.389
12.4648,-9.191,25.734,-22.989,-16.509,19.342,-6.074,15.476,-3.547,-12.650,32.482,-10.744,15.374,-26.626,29.823,15.158,-6.098,-23.729,-7.278,57.133
12.4688,-8.266,24.634,-18.081,-16.308,7.887,-10.711,10.772,-9.611,-7.353,35.607,-20.269,19.573,-29.591,34.228,13.268,-8.444,-23.117,-13.953,57.385
12.4727,-9.164,22.721,-12.400,-15.386,-0.011,-11.351,1.215,-15.948,-5.886,36.411,-27.579,18.937,-34.320,30.830,13.447,-13.871,-21.803,-20.428,49.787
12.4766,-7.201,18.332,-8.588,-14.878,-4.807,-16.366,-6.819,-17.270,-1.821,37.485,-34.510,15.601,-35.392,27.767,9.932,-19.282,-20.371,-24.549,41.036
12.4805,-3.793,7.597,0.054,-15.816,-13.179,-24.751,-17.601,-18.121,0.743,38.274,-39.481,10.426,-35.550,22.372,12.650,-18.529,-15.252,-29.745,34.130
12.4844,0.793,0.018,5.503,-17.039,-15.263,-26.818,-22.683,-18.200,6.744,32.939,-40.185,7.921,-30.718,19.981,16.479,-18.112,-7.358,-26.553,25.667
12.4883,1.457,-9.088,11.766,-16.485,-21.303,-29.881,-31.700,-16.846,7.585,22.545,-43.954,8.934,-20.299,17.210,18.055,-17.520,1.605,-28.404,18.054
12.4922,1.816,-14.530,18.799,-8.425,-22.312,-27.407,-36.391,-18.749,10.498,14.567,-47.326,5.189,-11.650,11.016,21.415,-17.968,6.314,-28.470,9.366
12.4961,2.373,-16.187,22.107,-4.153,-20.754,-24.015,-43.773,-22.303,12.361,6.512,-46.905,5.922,-3.110,2.851,18.091,-13.833,11.494,-27.283,-0.613
12.5000,7.637,-23.194,26.043,1.344,-17.895,-20.175,-51.981,-22.384,8.620,-0.214,-43.892,-0.852,-3.583,-5.772,17.262,-11.081,13.498,-25.906,-9.077
12.5039,13.463,-27.786,26.770,6.728,-8.743,-17.907,-55.503,-19.240,4.888,-5.034,-38.000,-4.465,-0.758,-13.514,18.127,-4.517,15.955,-22.038,-19.901
12.5078,15.357,-32.027,27.139,4.261,-2.678,-16.969,-53.114,-18.451,1.260,-6.656,-32.278,-10.690,-1.135,-21.232,17.287,-1.144,20.601,-12.221,-26.986
12.5117,16.235,-29.955,26.917,5.633,3.098,-9.278,-48.983,-17.936,-0.861,-13.930,-24.454,-15.595,-1.703,-24.097,15.636,4.942,20.720,-6.603,-31.926
12.5156,14.442,-26.480,26.191,4.158,12.375,-3.039,-39.883,-16.096,-2.875,-20.477,-15.705,-18.948,-0.072,-26.754,13.258,7.376,19.417,0.433,-39.541
12.5195,11.193,-24.520,25.417,8.557,17.965,6.546,-32.112,-18.379,-4.887,-26.207,-10.497,-18.585,3.033,-28.085,6.499,11.709,13.382,6.149,-47.772
12.5234,8.123,-19.408,26.557,12.747,25.785,13.344,-26.702,-15.730,-12.184,-29.048,-4.026,-22.220,0.954,-28.762,5.268,15.604,10.552,10.825,-52.409
12.5273,6.864,-17.068,22.047,13.400,30.267,15.387,-20.050,-10.113,-20.449,-31.861,2.603,-22.871,2.761,-27.491,0.668,21.564,6.187,15.370,-50.742
12.5312,6.528,-11.116,20.477,14.326,33.368,12.258,-13.562,-4.596,-25.900,-29.647,12.353,-25.412,0.051,-24.480,1.523,29.344,2.428,18.968,-46.338
12.5352,1.477,-0.559,15.880,10.348,36.573,10.202,-4.725,-1.863,-28.601,-26.222,21.346,-23.376,2.539,-14.504,-3.542,29.460,-3.056,20.696,-37.232
12.5391,0.687,12.284,13.156,6.559,31.573,13.540,8.938,0.016,-30.935,-20.491,29.024,-20.145,1.100,-7.857,-5.668,25.914,-7.250,21.897,-31.560
12.5430,-6.987,21.171,7.558,6.601,29.698,14.886,17.902,-2.464,-32.307,-15.189,30.431,-10.773,0.180,-0.885,-8.693,20.953,-11.057,22.859,-28.684
12.5469,-10.219,32.700,5.549,4.130,25.505,17.873,27.249,-1.833,-29.646,-9.145,31.210,-6.805,-2.375,2.982,-10.044,17.101,-13.795,16.796,-26.734
12.5508,-8.212,35.472,7.624,5.709,21.411,17.971,34.067,-3.243,-25.816,-3.777,31.075,-1.479,-4.969,8.847,-10.894,13.393,-15.201,13.301,-19.567
12.5547,-8.816,40.075,6.027,5.807,16.568,18.636,37.609,-4.017,-23.155,-3.942,30.428,1.013,-8.267,13.916,-6.029,8.012,-15.108,9.436,-6.105
12.5586,-9.403,41.218,6.731,2.630,10.479,14.646,43.686,0.924,-18.593,2.995,26.119,1.299,-12.542,19.006,-6.111,9.039,-13.337,5.948,3.837
12.5625,-12.274,41.059,3.928,-1.789,1.362,12.513,43.334,0.319,-15.165,5.584,22.568,4.336,-11.531,24.667,-2.949,3.086,-8.283,-2.122,11.558
12.5664,-12.687,41.702,0.766,-5.966,-9.627,4.998,38.714,2.660,-14.368,9.524,16.467,12.413,-12.326,26.960,0.308,-5.300,-7.990,-8.673,16.632
12.5703,-15.067,36.002,-3.389,-8.323,-17.287,0.100,33.647,1.959,-7.767,13.038,10.626,19.219,-10.884,31.382,-1.606,-11.424,-1.736,-13.248,21.454
12.5742,-14.259,26.106,-3.729,-13.568,-25.914,-4.539,26.982,1.717,4.864,11.782,5.314,23.842,-10.883,32.279,-0.537,-20.738,0.673,-20.285,23.819
12.5781,-8.668,15.431,-1.719,-13.720,-27.137,-5.805,26.042,-0.572,14.776,12.311,-1.664,32.008,-7.540,34.854,0.959,-26.369,3.759,-22.228,28.814
12.5820,-1.825,6.870,-1.107,-15.463,-24.868,-6.167,21.741,-0.530,25.345,6.707,-4.629,30.774,-2.440,34.100,-2.703,-28.059,10.586,-22.875,32.243
12.5859,4.753,0.675,-0.046,-17.094,-20.113,-8.752,16.944,-0.399,27.662,2.862,-11.619,27.184,0.078,29.339,-4.964,-30.507,10.786,-23.789,31.988
12.5898,10.972,-4.376,0.481,-20.662,-15.277,-6.818,7.403,4.634,27.807,0.908,-14.048,24.413,7.591,20.492,-5.389,-33.646,13.801,-19.337,25.898
12.5938,10.627,-9.831,-4.173,-20.411,-14.734,-9.236,-5.928,9.018,23.609,-6.209,-20.130,21.579,9.060,7.956,-7.114,-29.608,19.186,-17.417,20.121
12.5977,12.497,-11.241,-7.062,-20.072,-12.310,-8.131,-17.439,12.002,18.350,-9.744,-20.077,20.748,10.663,-1.703,-7.229,-25.187,21.253,-10.290,15.588
12.6016,13.238,-14.897,-5.755,-16.604,-9.414,-12.125,-23.597,10.098,17.928,-17.752,-23.131,22.939,10.606,-7.357,-9.596,-21.109,24.709,-4.469,12.432
12.6055,14.060,-17.125,-3.332,-15.685,-4.219,-8.753,-29.182,9.756,16.511,-22.086,-18.280,18.442,13.940,-12.930,-13.623,-12.132,25.775,1.363,4.772
12.6094,12.556,-16.813,-3.424,-12.896,0.798,-10.756,-31.488,8.174,17.270,-27.518,-17.096,16.251,18.034,-16.665,-17.477,-6.551,27.608,8.965,0.967
12.6133,9.712,-12.317,-0.050,-10.233,4.033,-6.484,-33.715,10.938,13.971,-32.087,-14.473,8.519,19.897,-19.377,-17.919,4.053,24.317,14.017,-5.504
12.6172,7.568,-11.054,0.137,-9.368,11.693,-2.642,-36.491,9.067,11.056,-37.794,-11.351,1.540,17.565,-20.942,-16.366,8.987,18.356,18.638,-9.785
12.6211,7.644,-6.933,-2.537,-9.377,15.411,-0.057,-38.130,6.381,6.535,-36.306,-10.678,-2.373,13.849,-20.580,-15.927,19.055,15.021,24.991,-15.439
12.6250,2.149,-1.303,0.188,-5.850,15.502,-1.531,-33.100,7.375,3.170,-36.326,-7.437,-5.895,8.358,-21.444,-10.611,25.301,12.312,28.423,-18.146
12.6289,0.455,5.408,-0.060,-7.249,15.074,1.361,-28.190,6.717,0.443,-32.723,-1.038,-4.204,7.723,-17.693,-10.146,32.098,9.959,33.347,-17.823
12.6328,-0.812,15.990,2.362,-5.345,16.780,1.238,-22.651,8.552,-1.233,-23.996,5.010,-6.194,4.619,-12.236,-6.623,34.631,7.066,35.022,-18.521
12.6367,-6.030,20.732,3.901,-2.063,13.544,2.978,-18.793,11.626,-4.342,-20.749,5.201,-8.701,4.624,-8.511,-5.496,34.919,-0.052,38.113,-23.425
12.6406,-11.475,27.248,5.551,0.751,8.995,4.531,-17.936,11.574,-1.439,-15.294,5.995,-10.162,4.733,-4.045,2.568,30.780,-6.771,37.485,-22.811
12.6445,-15.045,30.975,1.865,2.727,3.392,6.727,-11.177,11.886,2.602,-7.751,8.791,-8.977,4.106,-0.131,5.646,24.630,-13.607,31.003,-25.927
12.6484,-17.039,31.329,2.387,1.247,-1.791,8.385,-1.738,8.300,7.052,-1.236,6.781,-7.892,6.372,4.768,11.611,21.208,-22.478,24.708,-21.490
12.6523,-17.732,35.900,2.089,4.404,-9.565,7.266,11.953,7.383,8.212,4.573,7.850,-1.571,3.747,8.937,13.793,10.307,-21.514,17.363,-19.374
12.6562,-14.540,33.435,4.249,5.491,-17.247,3.882,21.564,1.453,12.956,16.063,7.132,0.270,4.054,15.527,16.117,4.559,-24.110,6.586,-12.290
12.6602,-12.256,30.450,7.625,6.272,-23.370,1.532,26.651,-2.147,16.376,24.886,3.459,6.712,4.810,20.952,19.337,-6.074,-22.305,-5.030,-7.355
12.6641,-8.365,20.368,7.672,6.147,-28.173,-3.155,27.199,-6.322,19.036,27.202,-5.767,5.991,4.651,21.097,24.078,-12.476,-20.342,-13.425,-2.326
12.6680,-2.359,10.809,9.140,8.654,-30.989,-2.238,23.233,-11.286,22.892,27.250,-11.681,4.291,4.317,20.524,29.727,-18.955,-19.941,-23.535,2.952
12.6719,-1.578,-0.416,2.020,9.863,-30.044,-1.089,23.707,-13.042,21.630,27.239,-18.368,5.169,2.111,20.766,33.120,-23.153,-16.606,-33.119,5.305
12.6758,0.052,-8.723,2.084,11.174,-27.533,-2.760,26.406,-16.137,24.865,22.678,-17.046,6.056,4.837,15.281,33.236,-23.516,-11.621,-40.218,5.350
12.6797,4.603,-15.725,-0.781,12.336,-27.341,-1.695,24.974,-16.513,23.774,22.746,-15.967,4.398,8.610,16.720,33.382,-27.673,-8.446,-43.293,5.614
12.6836,9.710,-21.861,1.300,15.075,-24.627,-6.067,25.124,-16.474,19.046,21.699,-13.275,8.188,12.113,13.545,32.682,-29.400,-6.287,-41.676,4.016
12.6875,17.540,-29.607,3.561,17.933,-24.160,-5.564,20.680,-21.956,16.061,18.708,-13.735,10.050,15.537,8.368,33.919,-30.302,-7.334,-37.465,1.079
12.6914,22.764,-36.469,6.589,15.148,-23.746,-4.352,14.547,-25.950,12.475,14.355,-12.951,7.390,15.472,0.301,32.640,-26.979,-7.852,-30.961,-1.729
12.6953,29.853,-39.825,9.686,9.687,-21.682,1.740,10.717,-29.674,6.115,9.166,-15.877,4.475,14.200,-5.996,29.318,-24.362,-9.824,-22.528,-2.969
12.6992,29.443,-39.202,7.586,5.604,-17.149,6.077,7.475,-30.589,1.147,-0.386,-14.368,3.290,14.410,-12.001,26.837,-14.393,-7.837,-12.820,-1.196
12.7031,28.697,-37.573,10.494,3.070,-10.132,11.752,-0.760,-28.558,-5.116,-12.159,-12.676,-3.607,14.907,-17.761,24.109,-2.838,-8.787,-5.413,-4.182
12.7070,28.167,-36.571,9.851,0.209,-0.322,14.971,-7.270,-24.176,-11.578,-21.434,-10.612,-8.738,15.239,-19.294,19.160,8.414,-11.857,2.695,-5.229
12.7109,26.445,-36.274,12.221,1.462,6.251,16.644,-12.890,-16.984,-17.259,-30.984,-10.027,-12.883,15.123,-16.280,13.411,16.797,-16.783,15.859,-7.318
12.7148,20.986,-32.185,14.150,4.221,12.898,18.919,-16.801,-11.298,-18.960,-35.323,-6.248,-16.830,11.154,-15.426,12.673,24.666,-19.900,25.698,-6.663
12.7188,13.515,-23.837,16.443,4.272,12.165,19.719,-15.276,-2.796,-20.865,-41.044,0.904,-18.874,5.171,-16.987,3.532,32.302,-20.002,34.853,-7.084
12.7227,5.754,-13.295,16.592,0.270,14.909,22.070,-12.881,3.654,-22.251,-40.197,3.308,-24.424,0.314,-13.126,-2.371,36.315,-19.844,45.087,-6.425
12.7266,-2.685,-0.165,17.695,-0.149,13.186,20.473,-8.777,9.599,-25.471,-41.494,5.917,-24.023,-4.210,-12.911,-8.898,37.967,-20.821,52.441,-8.449
12.7305,-12.218,11.793,19.161,-5.936,11.624,16.953,-12.487,17.325,-23.605,-39.336,7.795,-26.725,-6.714,-12.148,-13.793,41.547,-17.560,52.349,-11.910
12.7344,-15.599,18.220,20.074,-7.244,9.949,14.520,-10.068,24.728,-20.714,-39.530,7.523,-23.793,-9.575,-12.806,-13.099,42.626,-17.963,51.958,-10.814
12.7383,-17.414,25.523,17.785,-12.980,11.093,6.420,-11.645,27.779,-13.040,-39.655,7.394,-24.569,-8.708,-9.882,-12.578,38.392,-15.365,52.082,-5.720
12.7422,-17.389,30.819,12.448,-13.860,8.060,4.824,-3.888,30.385,-6.585,-36.259,8.772,-27.574,-7.242,-4.740,-9.643,32.608,-12.241,46.609,1.169
12.7461,-18.647,36.355,7.763,-17.534,8.321,0.428,6.794,32.575,1.438,-29.999,7.888,-27.429,-7.933,1.462,-11.196,24.448,-8.025,43.201,5.664
12.7500,-18.453,42.167,2.057,-19.600,1.960,-6.066,14.601,31.396,6.079,-20.583,8.430,-23.621,-9.616,12.437,-10.879,12.576,-2.070,36.585,7.953
12.7539,-19.018,42.534,0.019,-17.280,-1.090,-9.528,22.400,27.983,14.367,-4.190,6.869,-19.530,-6.109,19.080,-13.410,0.102,2.758,27.987,10.962
12.7578,-16.910,41.941,-3.085,-18.368,-5.054,-11.073,27.913,26.108,18.977,6.980,1.414,-11.181,-1.979,20.006,-12.678,-12.398,3.981,15.183,10.412
12.7617,-11.080,34.004,-4.734,-12.940,-6.304,-10.087,29.854,19.853,22.324,12.759,-0.523,-5.347,0.166,23.011,-10.635,-23.614,4.472,3.435,12.450
12.7656,-3.824,26.742,-6.486,-13.803,-8.194,-11.660,31.042,20.133,28.375,17.173,-4.379,0.080,1.720,22.892,-6.399,-32.207,8.739,-4.369,13.510
12.7695,0.891,22.382,-11.881,-11.366,-6.001,-17.652,31.967,16.319,28.188,19.136,-6.154,5.861,1.210,22.296,-5.555,-34.859,15.313,-10.097,17.336
